19.3705 	EXP 	Device response: <KeyPress from None: t=19.281667249975726, value=right, duration=0.08431854168884456>
19.7873 	INFO 	Keyboard events cleared
19.7872 	EXP 	grating: autoDraw = True
19.8038 	EXP 	Fixation: autoDraw = False
20.0873 	EXP 	grating: autoDraw = False
20.4040 	EXP 	Device response: <KeyPress from None: t=20.403680208371952, value=right, duration=None>
20.4064 	DATA 	Keypress: right
20.4199 	EXP 	Fixation: autoDraw = False
20.4199 	EXP 	grating: autoDraw = False
20.4199 	EXP 	grating: ori = np.float64(-4.0)
20.4199 	EXP 	Fixation: autoDraw = True
20.5875 	EXP 	Device response: <KeyPress from None: t=20.403680208371952, value=right, duration=0.1802780833095312>
20.9207 	INFO 	Keyboard events cleared
20.9207 	EXP 	Fixation: autoDraw = False
20.9207 	EXP 	grating: autoDraw = True
21.2195 	EXP 	grating: autoDraw = False
21.4792 	DATA 	Keypress: left
21.4864 	EXP 	Device response: <KeyPress from None: t=21.47661137499381, value=left, duration=None>
21.5036 	EXP 	Fixation: autoDraw = False
21.5036 	EXP 	grating: autoDraw = False
21.5036 	EXP 	grating: ori = np.float64(4.0)
21.5036 	EXP 	Fixation: autoDraw = True
21.6537 	EXP 	Device response: <KeyPress from None: t=21.47661137499381, value=left, duration=0.17233720829244703>
21.9873 	INFO 	Keyboard events cleared
21.9873 	EXP 	grating: autoDraw = True
22.0041 	EXP 	Fixation: autoDraw = False
22.3040 	EXP 	grating: autoDraw = False
22.5166 	DATA 	Keypress: right
22.5198 	EXP 	Device response: <KeyPress from None: t=22.513605458312668, value=right, duration=None>
22.5372 	EXP 	Fixation: autoDraw = False
22.5372 	EXP 	grating: autoDraw = False
22.5372 	EXP 	grating: ori = np.float64(3.0)
22.5372 	EXP 	Fixation: autoDraw = True
22.7209 	EXP 	Device response: <KeyPress from None: t=22.513605458312668, value=right, duration=0.20430824998766184>
23.0206 	INFO 	Keyboard events cleared
23.0206 	EXP 	grating: autoDraw = True
23.0372 	EXP 	Fixation: autoDraw = False
23.3207 	EXP 	grating: autoDraw = False
23.7207 	EXP 	Device response: <KeyPress from None: t=23.716584833338857, value=right, duration=None>
23.7215 	DATA 	Keypress: right
23.7373 	EXP 	Fixation: autoDraw = False
23.7373 	EXP 	grating: autoDraw = False
23.7373 	EXP 	grating: ori = np.float64(-3.0)
23.7373 	EXP 	Fixation: autoDraw = True
23.9367 	EXP 	Device response: <KeyPress from None: t=23.716584833338857, value=right, duration=0.20428599999286234>
24.2205 	INFO 	Keyboard events cleared
24.2205 	EXP 	grating: autoDraw = True
24.2372 	EXP 	Fixation: autoDraw = False
24.5131 	DATA 	Keypress: left
24.5206 	EXP 	grating: autoDraw = False
24.5207 	EXP 	Device response: <KeyPress from None: t=24.509565124986693, value=left, duration=None>
24.5372 	EXP 	Fixation: autoDraw = False
24.5372 	EXP 	grating: autoDraw = False
24.5372 	EXP 	grating: ori = np.float64(-3.0)
24.5372 	EXP 	Fixation: autoDraw = True
24.7208 	EXP 	Device response: <KeyPress from None: t=24.509565124986693, value=left, duration=0.20030633336864412>
25.0206 	INFO 	Keyboard events cleared
25.0206 	EXP 	grating: autoDraw = True
25.0372 	EXP 	Fixation: autoDraw = False
25.3207 	EXP 	grating: autoDraw = False
25.4275 	DATA 	Keypress: right
25.4376 	EXP 	Device response: <KeyPress from None: t=25.42381358332932, value=right, duration=None>
25.4540 	EXP 	Fixation: autoDraw = False
25.4540 	EXP 	grating: autoDraw = False
25.4540 	EXP 	grating: ori = np.float64(-3.5)
25.4540 	EXP 	Fixation: autoDraw = True
25.6041 	EXP 	Device response: <KeyPress from None: t=25.42381358332932, value=right, duration=0.17603429162409157>
25.9374 	INFO 	Keyboard events cleared
25.9374 	EXP 	grating: autoDraw = True
25.9540 	EXP 	Fixation: autoDraw = False
26.2373 	EXP 	grating: autoDraw = False
26.4375 	EXP 	Device response: <KeyPress from None: t=26.43452920834534, value=right, duration=None>
26.4389 	DATA 	Keypress: right
26.4533 	EXP 	Fixation: autoDraw = False
26.4533 	EXP 	grating: autoDraw = False
26.4533 	EXP 	grating: ori = np.float64(-4.0)
26.4533 	EXP 	Fixation: autoDraw = True
26.6374 	EXP 	Device response: <KeyPress from None: t=26.43452920834534, value=right, duration=0.19230179162696004>
26.9373 	INFO 	Keyboard events cleared
26.9372 	EXP 	grating: autoDraw = True
26.9539 	EXP 	Fixation: autoDraw = False
27.2372 	EXP 	grating: autoDraw = False
27.3510 	DATA 	Keypress: left
27.3540 	EXP 	Device response: <KeyPress from None: t=27.347504791687243, value=left, duration=None>
27.3705 	EXP 	Fixation: autoDraw = False
27.3705 	EXP 	grating: autoDraw = False
27.3705 	EXP 	grating: ori = np.float64(4.0)
27.3705 	EXP 	Fixation: autoDraw = True
27.5205 	EXP 	Device response: <KeyPress from None: t=27.347504791687243, value=left, duration=0.17238070827443153>
27.8539 	INFO 	Keyboard events cleared
27.8538 	EXP 	grating: autoDraw = True
27.8705 	EXP 	Fixation: autoDraw = False
28.1540 	EXP 	grating: autoDraw = False
28.3703 	EXP 	Device response: <KeyPress from None: t=28.364482333301567, value=right, duration=None>
28.3706 	DATA 	Keypress: right
28.3867 	EXP 	Fixation: autoDraw = False
28.3867 	EXP 	grating: autoDraw = False
28.3867 	EXP 	grating: ori = np.float64(4.0)
28.3867 	EXP 	Fixation: autoDraw = True
28.5538 	EXP 	Device response: <KeyPress from None: t=28.364482333301567, value=right, duration=0.18831341667100787>
28.8706 	INFO 	Keyboard events cleared
28.8706 	EXP 	grating: autoDraw = True
28.8874 	EXP 	Fixation: autoDraw = False
29.1707 	EXP 	grating: autoDraw = False
29.6542 	EXP 	Device response: <KeyPress from None: t=29.652561958297156, value=right, duration=None>
29.6558 	DATA 	Keypress: right
29.6700 	EXP 	Fixation: autoDraw = False
29.6700 	EXP 	grating: autoDraw = False
29.6700 	EXP 	grating: ori = np.float64(3.5)
29.6700 	EXP 	Fixation: autoDraw = True
29.8541 	EXP 	Device response: <KeyPress from None: t=29.652561958297156, value=right, duration=0.19619404175318778>
30.1540 	INFO 	Keyboard events cleared
30.1539 	EXP 	grating: autoDraw = True
30.1706 	EXP 	Fixation: autoDraw = False
30.4539 	EXP 	grating: autoDraw = False
30.7374 	EXP 	Device response: <KeyPress from None: t=30.73453812499065, value=right, duration=None>
30.7389 	DATA 	Keypress: right
30.7532 	EXP 	Fixation: autoDraw = False
30.7532 	EXP 	grating: autoDraw = False
30.7532 	EXP 	grating: ori = np.float64(-3.5)
30.7532 	EXP 	Fixation: autoDraw = True
30.9374 	EXP 	Device response: <KeyPress from None: t=30.73453812499065, value=right, duration=0.20017674996051937>
31.2364 	INFO 	Keyboard events cleared
31.2363 	EXP 	grating: autoDraw = True
31.2532 	EXP 	Fixation: autoDraw = False
31.5373 	EXP 	grating: autoDraw = False
